timestamp,latitude,longitude
2025-11-12T18:15:57.325062,0.0,0.0
2025-11-12T18:15:57.387220,0.0,0.0
2025-11-12T18:15:58.316211,0.0,0.0
2025-11-12T18:15:58.377382,0.0,0.0
2025-11-12T18:15:59.307157,0.0,0.0
2025-11-12T18:15:59.369244,0.0,0.0
2025-11-12T18:16:00.316643,0.0,0.0
2025-11-12T18:16:00.378247,0.0,0.0
2025-11-12T18:16:01.307069,0.0,0.0
2025-11-12T18:16:01.369090,0.0,0.0
2025-11-12T18:16:02.315242,0.0,0.0
2025-11-12T18:16:02.377138,0.0,0.0
2025-11-12T18:16:59.326229,0.0,0.0
2025-11-12T18:16:59.389005,0.0,0.0
2025-11-12T18:17:00.316079,0.0,0.0
2025-11-12T18:17:00.378169,0.0,0.0
2025-11-12T18:17:01.307078,0.0,0.0
2025-11-12T18:17:01.369082,0.0,0.0
2025-11-12T18:17:02.316108,0.0,0.0
2025-11-12T18:17:02.378149,0.0,0.0
2025-11-12T18:17:03.307136,0.0,0.0
2025-11-12T18:17:03.369212,0.0,0.0
2025-11-12T18:17:04.315195,0.0,0.0
2025-11-12T18:17:04.377888,0.0,0.0
2025-11-12T18:17:05.325259,0.0,0.0
2025-11-12T18:17:05.387281,0.0,0.0
2025-11-12T18:17:06.316144,0.0,0.0
2025-11-12T18:17:06.378071,0.0,0.0
2025-11-12T18:17:07.326113,0.0,0.0
2025-11-12T18:17:07.388660,0.0,0.0
2025-11-12T18:17:08.316113,0.0,0.0
2025-11-12T18:17:08.378132,0.0,0.0
2025-11-12T18:17:09.326175,0.0,0.0
2025-11-12T18:17:09.388162,0.0,0.0
2025-11-12T18:17:10.315311,0.0,0.0
2025-11-12T18:17:10.377045,0.0,0.0
2025-11-12T18:17:11.307248,0.0,0.0
2025-11-12T18:17:11.369298,0.0,0.0
2025-11-12T18:17:12.316947,0.0,0.0
2025-11-12T18:17:12.378060,0.0,0.0
2025-11-12T18:17:13.307092,0.0,0.0
2025-11-12T18:17:13.369469,0.0,0.0
2025-11-12T18:17:14.315890,0.0,0.0
2025-11-12T18:17:14.377185,0.0,0.0
2025-11-12T18:17:15.307502,0.0,0.0
2025-11-12T18:17:15.369104,0.0,0.0
2025-11-12T18:17:16.316215,0.0,0.0
2025-11-12T18:17:16.378107,0.0,0.0
2025-11-12T18:17:17.307892,0.0,0.0
2025-11-12T18:17:17.369083,0.0,0.0
2025-11-12T18:17:18.316347,0.0,0.0
2025-11-12T18:17:18.378347,0.0,0.0
2025-11-12T18:17:19.307543,0.0,0.0
2025-11-12T18:17:19.369253,0.0,0.0
2025-11-12T18:17:20.316112,0.0,0.0
2025-11-12T18:17:20.378129,0.0,0.0
2025-11-12T18:17:21.326230,0.0,0.0
2025-11-12T18:17:21.388099,0.0,0.0
2025-11-12T18:17:22.316078,0.0,0.0
2025-11-12T18:17:22.378105,0.0,0.0
2025-11-12T18:17:23.307084,0.0,0.0
2025-11-12T18:17:23.369155,0.0,0.0
2025-11-12T18:17:24.315160,0.0,0.0
2025-11-12T18:17:24.377328,0.0,0.0
2025-11-12T18:17:25.326999,0.0,0.0
2025-11-12T18:17:25.388069,0.0,0.0
2025-11-12T18:17:26.316049,0.0,0.0
2025-11-12T18:17:26.378162,0.0,0.0
2025-11-12T18:17:27.308920,0.0,0.0
2025-11-12T18:17:27.369139,0.0,0.0
2025-11-12T18:17:28.316719,0.0,0.0
2025-11-12T18:17:28.378155,0.0,0.0
2025-11-12T18:17:29.307217,0.0,0.0
2025-11-12T18:17:29.369603,0.0,0.0
2025-11-12T18:17:30.317503,0.0,0.0
2025-11-12T18:17:30.378179,0.0,0.0
2025-11-12T18:17:31.309119,0.0,0.0
2025-11-12T18:17:31.369152,0.0,0.0
2025-11-12T18:17:32.315698,0.0,0.0
2025-11-12T18:17:32.377161,0.0,0.0
2025-11-12T18:17:33.308156,0.0,0.0
2025-11-12T18:17:33.369280,0.0,0.0
2025-11-12T18:17:34.316649,0.0,0.0
2025-11-12T18:17:34.378213,0.0,0.0
2025-11-12T18:17:35.307271,0.0,0.0
2025-11-12T18:17:35.369191,0.0,0.0
2025-11-12T18:17:36.316182,0.0,0.0
2025-11-12T18:17:36.379030,0.0,0.0
2025-11-12T18:17:37.307080,0.0,0.0
2025-11-12T18:17:37.369350,0.0,0.0
2025-11-12T18:17:38.316878,0.0,0.0
2025-11-12T18:17:38.378105,0.0,0.0
2025-11-12T18:17:39.307126,0.0,0.0
2025-11-12T18:17:39.369271,0.0,0.0
2025-11-12T18:17:40.316913,0.0,0.0
2025-11-12T18:17:40.378277,0.0,0.0
2025-11-12T18:17:41.325044,0.0,0.0
2025-11-12T18:17:41.387120,0.0,0.0
2025-11-12T18:17:42.315784,0.0,0.0
2025-11-12T18:17:42.377284,0.0,0.0
2025-11-12T18:17:43.326044,0.0,0.0
2025-11-12T18:17:43.387171,0.0,0.0
2025-11-12T18:17:44.316201,0.0,0.0
2025-11-12T18:17:44.379011,0.0,0.0
2025-11-12T18:17:45.307105,0.0,0.0
2025-11-12T18:17:45.369302,0.0,0.0
2025-11-12T18:17:46.316704,0.0,0.0
2025-11-12T18:17:46.378053,0.0,0.0
2025-11-12T18:17:47.307316,0.0,0.0
2025-11-12T18:17:47.369162,0.0,0.0
2025-11-12T18:17:48.316336,0.0,0.0
2025-11-12T18:17:48.378264,0.0,0.0
2025-11-12T18:17:49.326710,0.0,0.0
2025-11-12T18:17:49.388597,0.0,0.0
2025-11-12T18:17:50.315988,0.0,0.0
2025-11-12T18:17:50.378129,0.0,0.0
2025-11-12T18:17:51.307000,0.0,0.0
2025-11-12T18:17:51.369436,0.0,0.0
2025-11-12T18:17:52.316157,0.0,0.0
2025-11-12T18:17:52.378431,0.0,0.0
2025-11-12T18:17:53.307077,0.0,0.0
2025-11-12T18:17:53.369463,0.0,0.0
2025-11-12T18:17:54.316190,0.0,0.0
2025-11-12T18:17:54.378444,0.0,0.0
2025-11-12T18:17:55.307082,0.0,0.0
2025-11-12T18:17:55.369079,0.0,0.0
2025-11-12T18:17:56.316099,0.0,0.0
2025-11-12T18:17:56.378121,0.0,0.0
2025-11-12T18:17:57.326234,0.0,0.0
2025-11-12T18:17:57.388184,0.0,0.0
2025-11-12T18:17:58.316141,0.0,0.0
2025-11-12T18:17:58.378417,0.0,0.0
2025-11-12T18:17:59.307562,0.0,0.0
2025-11-12T18:17:59.369242,0.0,0.0
2025-11-12T18:18:00.315579,0.0,0.0
2025-11-12T18:18:00.377280,0.0,0.0
2025-11-12T18:18:01.306175,0.0,0.0
2025-11-12T18:18:01.368188,0.0,0.0
2025-11-12T18:18:02.315704,0.0,0.0
2025-11-12T18:18:02.377417,0.0,0.0
2025-11-12T18:18:03.306979,0.0,0.0
2025-11-12T18:18:03.369141,0.0,0.0
2025-11-12T18:18:04.316266,0.0,0.0
2025-11-12T18:18:04.378168,0.0,0.0
2025-11-12T18:18:05.308321,0.0,0.0
2025-11-12T18:18:05.370345,0.0,0.0
2025-11-12T18:18:06.316300,0.0,0.0
2025-11-12T18:18:06.378085,0.0,0.0
2025-11-12T18:18:07.307117,0.0,0.0
2025-11-12T18:18:07.369281,0.0,0.0
2025-11-12T18:18:08.316964,0.0,0.0
2025-11-12T18:18:08.378642,0.0,0.0
2025-11-12T18:18:09.307593,0.0,0.0
2025-11-12T18:18:09.369299,0.0,0.0
2025-11-12T18:18:10.315283,0.0,0.0
2025-11-12T18:18:10.377152,0.0,0.0
2025-11-12T18:18:11.326122,0.0,0.0
2025-11-12T18:18:11.388138,0.0,0.0
2025-11-12T18:18:12.315073,0.0,0.0
2025-11-12T18:18:12.377204,0.0,0.0
2025-11-12T18:18:13.307218,0.0,0.0
2025-11-12T18:18:13.369208,0.0,0.0
2025-11-12T18:18:14.316169,0.0,0.0
2025-11-12T18:18:14.377315,0.0,0.0
2025-11-12T18:18:15.307167,0.0,0.0
2025-11-12T18:18:15.369360,0.0,0.0
2025-11-12T18:18:16.316500,0.0,0.0
